trip_id,arrival_time,departure_time,stop_id,stop_sequence
blue_outbound_00020,14:42:08,14:43:08,alaba,2
blue_outbound_00020,14:46:22,14:47:22,iganmu,3
blue_outbound_00020,14:51:06,14:52:06,national_theatre,4
blue_outbound_00020,14:58:11,14:58:11,marina,5
blue_outbound_00021,15:08:11,15:08:11,mile_2,1
blue_outbound_00021,15:10:09,15:11:09,alaba,2
blue_outbound_00021,15:14:23,15:15:23,iganmu,3
blue_outbound_00021,15:19:07,15:20:07,national_theatre,4
blue_outbound_00021,15:26:12,15:26:12,marina,5
blue_outbound_00022,15:36:12,15:36:12,mile_2,1
blue_outbound_00022,15:38:10,15:39:10,alaba,2
blue_outbound_00022,15:42:24,15:43:24,iganmu,3
blue_outbound_00022,15:47:08,15:48:08,national_theatre,4
blue_outbound_00022,15:54:13,15:54:13,marina,5
blue_outbound_00023,16:00:00,16:00:00,mile_2,1
blue_outbound_00023,16:01:58,16:02:58,alaba,2
blue_outbound_00023,16:06:12,16:07:12,iganmu,3
blue_outbound_00023,16:10:56,16:11:56,national_theatre,4
blue_outbound_00023,16:18:01,16:18:01,marina,5
blue_outbound_00024,16:23:01,16:23:01,mile_2,1
blue_outbound_00024,16:24:59,16:25:59,alaba,2
blue_outbound_00024,16:29:13,16:30:13,iganmu,3
blue_outbound_00024,16:33:57,16:34:57,national_theatre,4
blue_outbound_00024,16:41:02,16:41:02,marina,5
blue_outbound_00025,16:46:02,16:46:02,mile_2,1
blue_outbound_00025,16:48:00,16:49:00,alaba,2
blue_outbound_00025,16:52:14,16:53:14,iganmu,3
blue_outbound_00025,16:56:58,16:57:58,national_theatre,4
blue_outbound_00025,13:34:08,13:34:08,marina,5
blue_outbound_00026,17:09:03,17:09:03,mile_2,1
blue_outbound_00026,17:11:01,17:12:01,alaba,2
blue_outbound_00026,17:15:15,17:16:15,iganmu,3
blue_outbound_00026,17:19:59,17:20:59,national_theatre,4
blue_outbound_00026,14:02:09,14:02:09,marina,5
blue_outbound_00027,17:32:04,17:32:04,mile_2,1
blue_outbound_00027,17:34:02,17:35:02,alaba,2
blue_outbound_00027,17:38:16,17:39:16,iganmu,3
blue_outbound_00027,17:43:00,17:44:00,national_theatre,4
blue_outbound_00027,14:30:10,14:30:10,marina,5
blue_outbound_00028,17:55:05,17:55:05,mile_2,1
blue_outbound_00028,17:57:03,17:58:03,alaba,2
blue_outbound_00028,18:01:17,18:02:17,iganmu,3
blue_outbound_00028,18:06:01,18:07:01,national_theatre,4
blue_outbound_00028,14:58:11,14:58:11,marina,5
blue_outbound_00029,18:18:06,18:18:06,mile_2,1
blue_outbound_00029,18:20:04,18:21:04,alaba,2
blue_outbound_00029,18:24:18,18:25:18,iganmu,3
blue_outbound_00029,18:29:02,18:30:02,national_theatre,4
blue_outbound_00029,15:26:12,15:26:12,marina,5
blue_outbound_00030,18:41:07,18:41:07,mile_2,1
blue_outbound_00030,18:43:05,18:44:05,alaba,2
blue_outbound_00030,18:47:19,18:48:19,iganmu,3
blue_outbound_00030,18:52:03,18:53:03,national_theatre,4
blue_outbound_00030,15:54:13,15:54:13,marina,5
blue_outbound_00031,19:04:08,19:04:08,mile_2,1
blue_outbound_00031,19:06:06,19:07:06,alaba,2
blue_outbound_00031,19:10:20,19:11:20,iganmu,3
blue_outbound_00031,19:15:04,19:16:04,national_theatre,4
blue_outbound_00031,16:18:01,16:18:01,marina,5
blue_outbound_00032,19:27:09,19:27:09,mile_2,1
blue_outbound_00032,19:29:07,19:30:07,alaba,2
blue_outbound_00032,19:33:21,19:34:21,iganmu,3
blue_outbound_00032,19:38:05,19:39:05,national_theatre,4
blue_outbound_00032,16:41:02,16:41:02,marina,5
blue_outbound_00033,19:50:10,19:50:10,mile_2,1
blue_outbound_00033,19:52:08,19:53:08,alaba,2
blue_outbound_00033,19:56:22,19:57:22,iganmu,3
blue_outbound_00033,20:01:06,20:02:06,national_theatre,4
blue_outbound_00033,20:08:11,20:08:11,marina,5
blue_outbound_00034,20:13:11,20:13:11,mile_2,1
blue_outbound_00034,20:15:09,20:16:09,alaba,2
blue_outbound_00034,20:19:23,20:20:23,iganmu,3
blue_outbound_00034,20:24:07,20:25:07,national_theatre,4
blue_outbound_00034,20:31:12,20:31:12,marina,5
blue_outbound_00035,20:36:12,20:36:12,mile_2,1
blue_outbound_00035,20:38:10,20:39:10,alaba,2
blue_outbound_00035,20:42:24,20:43:24,iganmu,3
blue_outbound_00035,20:47:08,20:48:08,national_theatre,4
blue_outbound_00035,20:54:13,20:54:13,marina,5
blue_outbound_00036,21:00:00,21:00:00,mile_2,1
blue_outbound_00036,21:01:58,21:02:58,alaba,2
blue_outbound_00036,21:06:12,21:07:12,iganmu,3
blue_outbound_00036,21:10:56,21:11:56,national_theatre,4
blue_outbound_00036,21:18:01,21:18:01,marina,5
red_inbound_00001,06:15:00,06:15:00,agbado,1
red_inbound_00001,06:22:00,06:22:00,iju,2
red_inbound_00001,06:31:00,06:31:00,agege,3
red_inbound_00001,06:38:00,06:38:00,ikeja,4
red_inbound_00001,06:47:00,06:47:00,oshodi,5
red_inbound_00001,06:53:00,06:53:00,mushin,6
red_inbound_00001,06:59:00,06:59:00,yaba,7
red_inbound_00001,07:05:00,07:05:00,oyingbo,8
red_inbound_00002,07:10:00,07:10:00,agbado,1
red_inbound_00002,07:17:00,07:17:00,iju,2
red_inbound_00002,07:26:00,07:26:00,agege,3
red_inbound_00002,07:33:00,07:33:00,ikeja,4
red_inbound_00002,07:42:00,07:42:00,oshodi,5
red_inbound_00002,07:48:00,07:48:00,mushin,6
red_inbound_00002,07:54:00,07:54:00,yaba,7
red_inbound_00002,08:00:00,08:00:00,oyingbo,8
red_inbound_00003,09:10:00,09:10:00,agbado,1
red_inbound_00003,09:17:00,09:17:00,iju,2
red_inbound_00003,09:26:00,09:26:00,agege,3
red_inbound_00003,09:33:00,09:33:00,ikeja,4
red_inbound_00003,09:42:00,09:42:00,oshodi,5
red_inbound_00003,09:48:00,09:48:00,mushin,6
red_inbound_00003,09:54:00,09:54:00,yaba,7
red_inbound_00003,10:00:00,10:00:00,oyingbo,8
red_inbound_00004,18:50:00,18:50:00,agbado,1
red_inbound_00004,18:57:00,18:57:00,iju,2
red_inbound_00004,19:06:00,19:06:00,agege,3
red_inbound_00004,19:13:00,19:13:00,ikeja,4
red_inbound_00004,19:22:00,19:22:00,oshodi,5
red_inbound_00004,19:28:00,19:28:00,mushin,6
red_inbound_00004,19:33:00,19:33:00,yaba,7
red_inbound_00004,19:40:00,19:40:00,oyingbo,8
red_inbound_00005,19:50:00,19:50:00,agbado,1
red_inbound_00005,19:57:00,19:57:00,iju,2
red_inbound_00005,20:06:00,20:06:00,agege,3
red_inbound_00005,20:13:00,20:13:00,ikeja,4
red_inbound_00005,20:22:00,20:22:00,oshodi,5
red_inbound_00005,20:28:00,20:28:00,mushin,6
red_inbound_00005,20:33:00,20:33:00,yaba,7
red_inbound_00005,20:40:00,20:40:00,oyingbo,8
red_outbound_00001,06:00:00,06:00:00,oyingbo,1
red_outbound_00001,06:09:00,06:09:00,yaba,2
red_outbound_00001,06:14:00,06:14:00,mushin,3
red_outbound_00001,06:21:00,06:21:00,oshodi,4
red_outbound_00001,06:29:00,06:29:00,ikeja,5
red_outbound_00001,06:36:00,06:36:00,agege,6
red_outbound_00001,06:45:00,06:45:00,iju,7
red_outbound_00001,06:50:00,06:50:00,agbado,8
red_outbound_00002,08:10:00,08:10:00,oyingbo,1
red_outbound_00002,08:19:00,08:19:00,yaba,2
red_outbound_00002,08:24:00,08:24:00,mushin,3
red_outbound_00002,08:31:00,08:31:00,oshodi,4
red_outbound_00002,08:39:00,08:39:00,ikeja,5
red_outbound_00002,08:46:00,08:46:00,agege,6
red_outbound_00002,08:55:00,08:55:00,iju,7
red_outbound_00002,09:00:00,09:00:00,agbado,8
red_outbound_00003,17:20:00,17:20:00,oyingbo,1
red_outbound_00003,17:29:00,17:29:00,yaba,2
red_outbound_00003,17:34:00,17:34:00,mushin,3
red_outbound_00003,17:41:00,17:41:00,oshodi,4
red_outbound_00003,17:49:00,17:49:00,ikeja,5
red_outbound_00003,17:56:00,17:56:00,agege,6
red_outbound_00003,18:05:00,18:05:00,iju,7
red_outbound_00003,18:10:00,18:10:00,agbado,8
red_outbound_00004,18:40:00,18:40:00,oyingbo,1
red_outbound_00004,18:49:00,18:49:00,yaba,2
red_outbound_00004,18:54:00,18:54:00,mushin,3
red_outbound_00004,19:01:00,19:01:00,oshodi,4
red_outbound_00004,19:09:00,19:09:00,ikeja,5
red_outbound_00004,19:16:00,19:16:00,agege,6
red_outbound_00004,19:25:00,19:25:00,iju,7
red_outbound_00004,19:30:00,19:30:00,agbado,8
